-2.9976e-15 -1
-0.0364775 -0.938894
-0.0625 -1
-0.0989775 -0.938894
-0.0625 -1
-0.0364775 -0.938894
-0.0364775 -0.938894
-0.072955 -0.877788
-0.0989775 -0.938894
-0.0625 -1
-0.0989775 -0.938894
-0.125 -1
-0.135455 -0.877788
-0.0989775 -0.938894
-0.072955 -0.877788
-0.0989775 -0.938894
-0.135455 -0.877788
-0.161477 -0.938894
-0.197955 -0.877788
-0.161477 -0.938894
-0.135455 -0.877788
-0.161477 -0.938894
-0.125 -1
-0.0989775 -0.938894
-0.072955 -0.877788
-0.109432 -0.816682
-0.135455 -0.877788
-0.171932 -0.816682
-0.135455 -0.877788
-0.109432 -0.816682
-0.109432 -0.816682
-0.14591 -0.755576
-0.171932 -0.816682
-0.135455 -0.877788
-0.171932 -0.816682
-0.197955 -0.877788
-0.125 -1
-0.161477 -0.938894
-0.1875 -1
-0.223977 -0.938894
-0.1875 -1
-0.161477 -0.938894
-0.161477 -0.938894
-0.197955 -0.877788
-0.223977 -0.938894
-0.1875 -1
-0.223977 -0.938894
-0.25 -1
-0.20841 -0.755576
-0.171932 -0.816682
-0.14591 -0.755576
-0.171932 -0.816682
-0.20841 -0.755576
-0.234432 -0.816682
-0.27091 -0.755576
-0.234432 -0.816682
-0.20841 -0.755576
-0.234432 -0.816682
-0.197955 -0.877788
-0.171932 -0.816682
-0.234432 -0.816682
-0.27091 -0.755576
-0.296932 -0.816682
-0.296932 -0.816682
-0.260455 -0.877788
-0.234432 -0.816682
-0.260455 -0.877788
-0.296932 -0.816682
-0.322955 -0.877788
-0.197955 -0.877788
-0.234432 -0.816682
-0.260455 -0.877788
-0.33341 -0.755576
-0.296932 -0.816682
-0.27091 -0.755576
-0.296932 -0.816682
-0.33341 -0.755576
-0.359432 -0.816682
-0.39591 -0.755576
-0.359432 -0.816682
-0.33341 -0.755576
-0.359432 -0.816682
-0.322955 -0.877788
-0.296932 -0.816682
-0.260455 -0.877788
-0.223977 -0.938894
-0.197955 -0.877788
-0.223977 -0.938894
-0.260455 -0.877788
-0.286477 -0.938894
-0.322955 -0.877788
-0.286477 -0.938894
-0.260455 -0.877788
-0.286477 -0.938894
-0.25 -1
-0.223977 -0.938894
-0.14591 -0.755576
-0.182387 -0.69447
-0.20841 -0.755576
-0.244887 -0.69447
-0.20841 -0.755576
-0.182387 -0.69447
-0.182387 -0.69447
-0.218865 -0.633363
-0.244887 -0.69447
-0.20841 -0.755576
-0.244887 -0.69447
-0.27091 -0.755576
-0.281365 -0.633363
-0.244887 -0.69447
-0.218865 -0.633363
-0.244887 -0.69447
-0.281365 -0.633363
-0.307387 -0.69447
-0.343865 -0.633363
