0.60589 -0.119252 -0.696986
0.606947 -0.053195 -0.881302
0.567606 -0.217537 -0.830381
0.488668 -0.103232 -0.813545
0.021409 -0.574207 -0.555224
0.09438 -0.490704 -0.598179
-0.009634 -0.499051 -0.593187
0.05243 -0.494836 -0.494513
-0.274824 0.640805 -0.868299
-0.127899 0.571454 -0.80032
-0.223818 0.555439 -0.759515
-0.211676 0.548431 -0.894796
-0.754322 -0.832566 0.506298
-0.858156 -0.785237 0.775861
-0.777571 -1 0.641665
-0.691441 -0.731394 0.647562
0.474656 0.149422 -0.130922
0.611918 0.035763 -0.205619
0.60831 0.167647 -0.208773
0.594714 0.056307 -0.089866
0.341462 -0.881807 -0.563528
0.498069 -0.86794 -0.662994
0.347192 -0.827528 -0.728343
0.385474 -0.743555 -0.60225
0.575177 0.239002 -0.56494
0.407881 0.287355 -0.61884
0.534554 0.286438 -0.686568
0.455717 0.202984 -0.60627
0.347192 -0.827528 -0.728343
0.204776 -0.712956 -0.840737
0.341021 -0.737113 -0.872313
0.192156 -0.8629 -0.822376
-0.207167 0.588657 -0.612472
-0.223818 0.555439 -0.759515
-0.198896 0.652016 -0.746896
-0.111625 0.568356 -0.687664
-0.154331 0.473167 -0.650633
-0.223818 0.555439 -0.759515
-0.207167 0.588657 -0.612472
-0.111625 0.568356 -0.687664
-0.421809 0.266421 -0.82682
-0.542822 0.291077 -0.754937
-0.404056 0.292016 -0.732514
-0.465165 0.391579 -0.810189
0.850804 0.566902 0.645178
1 0.63611 0.521755
1 0.479629 0.652183
0.860607 0.507038 0.515939
-0.297442 0.504506 -0.794604
-0.321723 0.647081 -0.737611
-0.308729 0.513871 -0.688797
-0.223818 0.555439 -0.759515
-0.546946 0.736062 -0.578818
-0.54687 0.62496 -0.73947
-0.476302 0.755915 -0.716529
-0.44625 0.603433 -0.6085
0.594419 -0.470677 -0.324647
0.402212 -0.448415 -0.359684
0.496974 -0.359184 -0.394348
0.551969 -0.477293 -0.461081
-0.712243 0.525811 0.734594
-0.515139 0.403682 0.719645
-0.688954 0.343484 0.751499
-0.6537 0.410075 0.633496
-0.464106 0.874537 0.309915
-0.530981 0.879474 0.47259
-0.462095 1 0.398718
-0.603879 0.902671 0.382639
-0.533323 0.265369 0.481425
-0.397196 0.300375 0.475459
-0.42467 0.261069 0.557024
-0.442481 0.227746 0.467128
-0.767475 -0.415801 -0.333735
-1 -0.37752 -0.339491
-0.833927 -0.531473 -0.328416
-0.841713 -0.371304 -0.193339
0.341462 -0.881807 -0.563528
0.508706 -0.764695 -0.537527
0.498069 -0.86794 -0.662994
0.385474 -0.743555 -0.60225
-0.4149 0.529693 -0.839595
-0.298551 0.398692 -0.830302
-0.465165 0.391579 -0.810189
-0.415124 0.414329 -0.912145
-0.547641 0.516292 -0.881555
-0.43397 0.688531 -0.864452
-0.4149 0.529693 -0.839595
-0.502464 0.578224 -1
-0.06618 1 -0.280851
-0.095456 0.771427 -0.35156
-0.098389 0.884032 -0.440763
0.023041 0.872142 -0.31253
0.567606 -0.217537 -0.830381
0.475584 -0.146362 -0.707018
0.488668 -0.103232 -0.813545
0.457278 -0.200064 -0.812865
0.594728 0.221008 0.365475
0.711801 0.172585 0.463597
0.622292 0.08781 0.408884
0.703737 0.169843 0.335672
0.427673 0.745379 -0.312252
0.31968 0.741656 -0.466617
0.464832 0.72273 -0.480718
0.354537 0.638899 -0.427863
-0.153702 0.555083 -0.054575
-0.079515 0.671194 -0.131592
-0.169869 0.58337 -0.164948
-0.195944 0.686569 -0.073789
-0.486004 0.401957 -0.069364
