4.11448, 5.87516, 6.55037
4.01944, 5.97817, 6.6963
6.04868, 4.49771, 3.69915
6.94129, 3.74485, 6.90743
6.81903, 4.52135, 4.99334
6.7679, 4.45236, 4.93762
6.51028, 4.34736, 4.92914
6.82242, 4.47092, 4.90144
6.82206, 4.36588, 4.92183
6.65741, 4.26032, 4.56252
6.75646, 4.15627, 4.50883
6.56984, 5.50347, 5.53174
7.14531, 5.97839, 4.54571
6.82002, 4.18816, 4.5266
6.63922, 4.67591, 4.89315
6.6632, 4.53672, 5.37078
6.68381, 4.48673, 5.09372
8.36385, 3.58489, 6.17987
7.02444, 5.90256, 3.43538
7.68979, 5.8125, 3.26206
4.51123, 5.7835, 6.87773
6.58662, 4.44587, 5.06157
6.55768, 4.35739, 4.68809
6.31657, 4.44409, 4.73987
7.88122, 5.83099, 6.8837
6.77383, 5.3702, 5.70004
6.90523, 3.85012, 6.84371
8.08878, 5.78197, 4.61121
6.61504, 5.30089, 5.92257
6.19436, 4.54, 4.19867
6.22513, 4.50019, 4.15789
6.17728, 4.45842, 4.12592
6.21318, 4.49843, 4.06707
6.26103, 4.5402, 4.09905
6.90764, 3.83993, 6.83816
6.40374, 3.55123, 6.90463
7.59656, 5.84312, 4.19725
6.1722, 5.0273, 4.07189
4.46956, 3.97658, 5.74589
6.57251, 4.44918, 4.5822
6.26072, 5.08023, 4.2159
6.29882, 5.0922, 4.15088
6.34696, 5.42606, 5.77257
6.97287, 5.95175, 6.11093
7.00321, 4.21982, 6.93177
6.71128, 5.31124, 5.84668
6.22245, 4.4564, 4.73691
5.19256, 5.51106, 5.40414
3.76724, 3.85902, 5.16598
7.80465, 3.96541, 3.51471
6.08033, 4.95806, 3.89134
6.24236, 5.10444, 4.10657
6.2423, 5.04968, 4.05267
6.75509, 5.90981, 4.97759
7.1489, 4.04886, 3.85257
6.47519, 3.61878, 6.89849
6.19181, 5.41669, 5.09933
6.42293, 3.75908, 4.36098
4.38485, 5.85739, 6.82113
6.42936, 3.70616, 4.42567
6.45679, 3.63347, 4.43167
7.10959, 3.99326, 3.97513
6.70187, 4.96917, 6.3122
5.11655, 5.71481, 4.32792
6.43236, 3.82833, 4.77993
7.50751, 3.85183, 6.98134
7.08675, 3.97167, 3.91745
6.38195, 3.70376, 4.767
3.92764, 5.9375, 4.40658
6.53385, 5.21174, 5.60571
8.46108, 5.92141, 4.64907
6.70785, 3.90322, 4.64337
4.36837, 3.64201, 3.97948
7.10575, 4.01081, 3.85156
5.20924, 5.22745, 3.50736
6.45652, 3.5897, 4.79716
6.10893, 4.07708, 4.81436
5.66261, 4.24751, 3.85083
5.69529, 4.21262, 3.80432
7.89269, 3.88661, 3.24694
3.54685, 5.79667, 4.59776
6.01559, 4.06205, 4.91636
6.78448, 5.90079, 6.00836
5.10046, 5.74357, 6.53666
6.96106, 3.97612, 6.97068
6.11382, 4.04608, 4.66399
6.51479, 3.94616, 5.70682
6.65906, 3.91594, 6.82501
5.92008, 3.81403, 3.70021
5.86113, 3.76735, 3.56273
6.07165, 3.79039, 3.53565
6.01464, 3.89771, 3.63525
6.15209, 5.87095, 5.76957
5.83285, 3.81756, 3.50179
6.3681, 3.7822, 3.98194
6.47418, 3.75023, 3.54315
7.5964, 3.90033, 3.22695
6.21947, 3.83367, 4.60574
6.15875, 5.88522, 4.67349
6.43533, 3.80444, 3.52831
7.69712, 3.5617, 6.80291
6.19844, 5.38909, 5.70734
3.29687, 5.78938, 4.46946
3.74843, 5.9375, 3.45739
4.33112, 3.90317, 3.59118
7.87753, 3.92613, 6.20463
4.88708, 4.09453, 6.27408
6.89969, 5.97483, 6.88057
6.3254, 5.72912, 5.58291
6.41624, 5.38843, 5.95951
4.46102, 5.7835, 6.85359
6.18693, 4.30402, 3.90393
6.41327, 3.87503, 3.7264
6.12385, 4.30642, 3.88953
3.8081, 3.82024, 4.08888
6.25346, 4.07016, 4.19797
6.0419, 5.96509, 3.90096
6.76974, 3.54137, 6.98944
3.16355, 5.77014, 3.14898
6.99675, 3.58608, 6.98134
5.02115, 4.39336, 5.97856
6.26039, 4.01786, 4.06979
6.59922, 3.58699, 6.87713
6.91104, 3.9598, 6.93946
6.11692, 3.95934, 4.75336
6.21615, 4.03526, 4.14078
6.16565, 4.08748, 4.12562
6.20295, 4.12238, 4.18281
6.57334, 4.31833, 3.53008
5.60963, 4.45755, 3.32855
6.50312, 3.91695, 4.8469
6.32267, 3.88454, 3.80745
5.05238, 5.86303, 5.99568
5.37172, 5.72457, 6.03808
6.40646, 3.93028, 4.62781
6.53114, 3.8401, 4.72488
6.54291, 3.75218, 3.57697
6.38278, 3.87714, 3.655
4.86792, 3.66584, 6.85544
6.69698, 3.58672, 5.09501
7.13656, 3.70437, 3.85638
7.1744, 3.74194, 3.81283
7.82783, 3.94063, 6.87361
6.93107, 4.10495, 4.50692
7.37984, 3.99066, 4.88323
4.67475, 5.9781, 5.53799
4.0425, 5.8125, 4.30701
6.9979, 4.13735, 4.52249
6.95797, 4.25718, 4.43115
7.94818, 3.55184, 5.0151
6.97677, 4.31382, 4.4723
6.93118, 4.1362, 4.44418
7.00386, 4.2285, 4.44242
6.94334, 4.59159, 6.95771
3.70145, 3.86788, 6.45767
6.86501, 4.18974, 4.45579
6.17526, 5.34397, 6.76442
5.03132, 5.21962, 5.02687
6.50677, 4.75873, 3.75116
6.69565, 4.90762, 4.01099
8.04303, 3.7351, 5.04638
7.03566, 4.24081, 4.39063
7.78043, 3.70542, 5.09507
7.71867, 3.79858, 5.0353
5.17898, 3.64047, 6.92461
6.90954, 3.85333, 6.83769
5.8962, 4.94774, 4.61036
7.63481, 3.93248, 6.41727
4.12093, 5.77022, 6.53165
6.5013, 3.95339, 4.9551
6.53313, 3.91171, 4.9171
6.53043, 4.19901, 4.36962
7.42268, 3.8986, 3.22536
6.50706, 4.26068, 4.47566
3.66516, 5.83127, 5.81579
5.85368, 5.03118, 3.04428
4.73301, 5.87194, 5.52372
6.50248, 4.18355, 4.56572
5.67655, 4.53703, 3.63606
6.91032, 3.84731, 6.83339
6.80433, 5.1539, 5.55414
6.51624, 3.99238, 5.06643
6.45144, 4.54565, 4.91835
6.84468, 5.97691, 6.29854
6.79547, 4.31937, 4.89672
5.90409, 4.47368, 5.42222
3.8741, 3.8757, 6.646
5.94073, 4.43283, 5.49121
6.70091, 3.9086, 6.83382
6.62711, 4.44979, 4.82296
6.00184, 4.4924, 5.66707
5.84001, 4.45911, 5.39599
5.81796, 4.42781, 5.46068
6.03545, 4.38164, 5.73785
6.50376, 4.46241, 4.9055
6.11873, 4.3343, 5.62125
6.89665, 4.09009, 6.63771
6.37323, 4.16445, 6.90511
6.36455, 4.47065, 5.41416
4.87555, 4.1007, 6.72682
6.75836, 5.23658, 5.63883
6.66304, 4.20141, 3.66965
6.62377, 4.5466, 4.76261
6.88101, 5.23471, 5.7535
5.73974, 4.70208, 3.24092
6.88357, 4.06317, 6.63716
6.56946, 3.99057, 6.89292
5.46486, 4.96789, 5.79238
5.26602, 4.07207, 6.85761
6.35391, 4.39443, 5.35895
6.63989, 4.44955, 4.90201
5.81587, 4.13827, 6.82135
6.43389, 4.55565, 4.84943
7.74731, 3.66565, 5.35197
6.82228, 4.03104, 6.63016
5.59813, 4.27325, 5.89559
3.1992, 5.95739, 3.43509
6.87479, 4.06377, 6.61835
6.52167, 4.5219, 5.00533
6.96512, 3.96416, 5.3953
6.96748, 3.89484, 5.40588
3.96461, 5.9375, 3.03887
3.9945, 5.875, 4.47875
6.78851, 4.35494, 4.75056
5.29455, 4.02921, 6.91163
4.88626, 4.1399, 6.55208
6.80808, 4.72655, 4.7879
7.045, 4.01776, 5.32819
6.83618, 4.06349, 6.9156
6.92276, 5.9745, 6.02638
6.78144, 4.75968, 4.96053
6.7838, 4.6605, 4.7958
6.83482, 4.08034, 6.6243
6.64164, 4.6141, 4.79106
6.62332, 4.34202, 4.8651
6.08631, 3.67071, 5.30255
6.62291, 4.71252, 5.22031
4.79155, 3.98556, 6.73935
6.82898, 4.84526, 3.08485
7.19917, 3.98431, 3.36302
5.27739, 3.909, 6.91284
6.11758, 3.75179, 5.18392
6.05916, 3.77897, 5.25452
5.10972, 5.77396, 3.64187
6.21741, 3.79059, 5.16033
6.22734, 3.84936, 5.20942
5.91415, 5.36589, 3.698
7.696, 3.96955, 3.92422
6.47144, 4.38776, 5.24723
6.14432, 5.03207, 6.54793
6.52432, 4.5197, 5.2987
6.91378, 3.67828, 6.86
6.98798, 5.98016, 4.63587
6.91787, 3.85438, 6.83835
5.08557, 5.89006, 5.4787
4.76983, 3.78438, 6.98941
8.35443, 3.865, 6.29054
6.31908, 4.37769, 5.29643
7.11423, 5.85798, 4.31177
6.21188, 4.54635, 4.91387
6.16683, 4.94034, 5.12784
6.55667, 4.51407, 5.33915
6.76053, 3.93322, 6.88179
7.36178, 5.78489, 6.57123
6.51211, 4.44465, 5.39501
6.54967, 4.3779, 5.18597
6.22134, 4.79049, 5.16778
8.6804, 5.77965, 3.16342
6.24336, 4.87283, 5.18393
5.07742, 5.8383, 4.59522
6.78522, 4.89482, 5.00342
6.58128, 3.92729, 6.66432
6.78227, 4.93927, 4.93985
6.52372, 4.48813, 5.2017
6.7653, 5.21533, 6.04958
6.54234, 5.37915, 5.50484
6.96889, 3.98736, 6.89472
6.64343, 4.91709, 4.97552
5.84098, 4.34107, 5.34855
6.39503, 5.27522, 5.72668
6.99823, 3.97224, 6.96829
5.07319, 5.46035, 6.79373
6.20946, 4.43734, 5.02831
6.59535, 4.88702, 4.93732
6.91866, 3.84837, 6.83405
6.63805, 3.71659, 6.91705
5.18497, 4.5305, 4.57833
6.66919, 4.60768, 6.03282
6.12753, 4.37183, 5.50341
6.82244, 3.93224, 6.97043
4.85618, 5.9397, 5.73348
6.38838, 5.18974, 5.61538
8.44777, 5.9375, 3.33484
6.87518, 3.70033, 6.90789
6.32522, 4.09177, 5.31213
6.8096, 3.93547, 6.9924
6.39119, 4.06918, 5.4003
6.32711, 3.90044, 5.44935
4.6969, 3.8102, 4.36796
5.4816, 4.02668, 6.8204
6.54695, 5.08834, 6.03257
6.24442, 3.90713, 5.3749
5.29257, 5.80022, 5.36336
6.92817, 3.84543, 6.96872
5.96402, 4.49732, 5.59632
6.77787, 5.88609, 5.30552
5.36087, 5.32378, 6.28603
5.01998, 5.96235, 5.44866
5.92342, 4.58781, 5.60668
4.76622, 4.07069, 6.8837
5.96124, 4.58289, 5.67743
6.00052, 4.4969, 5.52315
6.0546, 4.48035, 5.52248
6.39984, 4.06041, 5.4577
6.38316, 4.12506, 5.21667
6.68346, 3.90374, 6.58022
6.20924, 4.16379, 5.51989
6.18476, 4.12696, 5.55654
3.2098, 5.77097, 3.30599
6.96416, 4.71997, 4.87447
6.2578, 4.19984, 5.53718
7.60636, 3.90597, 6.61495
6.84457, 4.57427, 4.85474
6.16884, 4.13949, 5.39062
6.6969, 4.86188, 4.78339
6.24984, 4.00335, 5.30615
6.12361, 4.52731, 5.12506
